CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,sigmoid_4_param_r2,sigmoid_4_param
AU565,910704,135,135_910704,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982671131,0.856321461,0.601048246,0.386787018,0.257609678,0.182335242,0.125161723,0.217227394,0.185783035,Gemcitabine,AU565,0.01732886899999997,0.03144435899999998,0.9945945716521434,[  0.32579645   1.1679257  -11.24510091   0.1742571 ]
no-11,908450,53,53_908450,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988163879,0.928356147,0.948364008,0.989332348,0.775600504,0.350839258,0.101731029,0.087741068,0.114578424,CGP-60474,no-11,0.011836120999999977,0.026837355999999993,0.995769681327488,[  0.61467996   1.13340821 -20.60661097   0.09148361]
ES5,684057,167,167_684057,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959540056,0.971860354,0.951591791,0.954459923,0.863816569,0.904460885,0.675923089,0.02519177,0.021641523,OSU-03012,ES5,0.04045994399999997,0.0035502469999999994,0.9908642119952631,[ 7.96416937e-01  1.07642593e+00 -4.40933366e+01  1.51935898e-02]
TMK-1,1299069,268,268_1299069,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981198165,0.685884282,0.332610032,0.049245117,0.016456341,0.007445109,0.006344724,0.009505237,0.004500623,Sepantronium bromide,TMK-1,0.01880183499999999,0.005004614,0.9978553304495189,[ 2.77129274e-01  9.71083234e-01 -1.50019289e+01  2.41377123e-03]
GA-10,1303896,165,165_1303896,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993252362,0.629347127,0.151530661,0.023175398,0.007131357,0.006360657,0.008666896,0.006785567,0.005718895,DMOG,GA-10,0.006747638,0.0010666720000000003,0.9993095617265191,[ 2.46058618e-01  9.84305065e-01 -2.13392712e+01  7.91192923e-03]
SNU-C5,1674021,274,274_1674021,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988215477,0.937562449,0.80013047,0.595276177,0.418800017,0.280545049,0.191789214,0.201760642,0.193383844,Belinostat,SNU-C5,0.011784522999999991,0.00837679799999999,0.9988187947604906,[ 0.42822191  1.19147999 -9.32249831  0.18067669]
CP66-MEL,753546,268,268_753546,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99100973,0.920846341,0.241419398,0.079331275,0.052170706,0.032209809,0.021136572,0.019413574,0.009576355,Sepantronium bromide,CP66-MEL,0.008990269999999967,0.009837219,0.9983953680124006,[  0.29353226   1.03711275 -32.93212153   0.03403459]
BICR78,1240122,274,274_1240122,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979175698,0.856367608,0.790060589,0.508005031,0.09073748,0.024987345,0.011241628,0.009788941,0.013014334,Belinostat,BICR78,0.02082430199999996,0.003225393,0.9930621419062837,[ 4.38452197e-01  1.04376583e+00 -1.55209093e+01 -2.34288162e-05]
OVCAR-5,905969,272,272_905969,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959851364,0.947851091,0.785300187,0.603915163,0.451841965,0.29419836,0.141519998,0.097779197,0.06838207,AR-42,OVCAR-5,0.04014863599999996,0.029397126999999995,0.997214883167769,[ 0.49988978  0.99423989 -6.87074954  0.03299185]
GI-1,906871,173,173_906871,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976506602,0.928532783,0.85729519,0.695279951,0.355126793,0.087006796,0.053056313,0.059855434,0.040488744,FH535,GI-1,0.023493398000000054,0.01936669,0.997110391807954,[  0.49828426   1.06757347 -13.70137688   0.03438881]
BICR78,1240122,272,272_1240122,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954841621,0.913511237,0.859434251,0.81027221,0.587518522,0.225774344,0.063484171,0.018463484,0.015400621,AR-42,BICR78,0.04515837899999997,0.003062862999999999,0.9952351538691179,[ 5.80759714e-01  1.05528586e+00 -1.28627171e+01 -1.25280072e-03]
G-361,906865,273,273_906865,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976955803,0.944648978,0.850804821,0.792101878,0.553252957,0.369849217,0.162876877,0.027068074,0.010901603,CUDC-101,G-361,0.023044197000000044,0.016166471,0.9973842027196859,[ 0.61384211  0.94594891 -7.63819734 -0.05802088]
K-562,905940,344,344_905940,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973545614,0.951449647,0.951182301,0.827605035,0.805221448,0.282256936,0.002811807,0.004690832,0.004992388,THZ-2-49,K-562,0.026454386000000052,0.00030155600000000057,0.9915051744118871,[ 6.26551101e-01  1.04555366e+00 -2.17004315e+01 -8.42173092e-03]
IM-9,753563,190,190_753563,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988030043,0.923642639,0.891804203,0.785761682,0.489674782,0.074371378,0.040998446,0.043369511,0.034223975,Bleomycin,IM-9,0.011969957000000031,0.009145536000000003,0.9935145261286112,[  0.54125894   1.06818803 -16.62319115   0.02101438]
MDST8,1240173,88,88_1240173,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983051216,0.96543246,0.979051168,0.886191061,0.917759163,0.632996138,0.386104559,0.072889918,0.023000454,Entinostat,MDST8,0.016948783999999995,0.049889463999999994,0.9921322257551809,[  0.73926338   0.98155374 -11.617462    -0.04085421]
ML-2,908141,165,165_908141,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983901666,0.958231804,0.869403846,0.674299389,0.338753561,0.034326487,0.022532995,0.008173227,0.007844445,DMOG,ML-2,0.016098334000000047,0.0003287819999999997,0.9974288127976031,[ 5.00486264e-01  1.00988702e+00 -1.37514878e+01 -6.42801688e-03]
CAL-72,906827,1003,1003_906827,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960654183,0.699133285,0.265612179,0.102026791,0.088763705,0.071315164,0.084764881,0.038667249,0.041155193,Camptothecin,CAL-72,0.03934581699999995,0.002487943999999999,0.9984713369998319,[  0.25851195   1.05379952 -18.07755542   0.06434769]
H2373,1290809,273,273_1290809,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993694562,0.956694124,0.910718549,0.844543458,0.858082545,0.445106914,0.148934646,0.037415396,0.017269711,CUDC-101,H2373,0.006305438000000052,0.020145684999999997,0.9904756671996322,[ 6.57299594e-01  1.06408938e+00 -1.61131720e+01  1.51398685e-02]
SU-DHL-8,1331038,235,235_1331038,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997002462,0.883218703,0.484126607,0.014803566,0.019441827,0.012188445,0.01406847,0.012149414,0.015941989,QL-XII-47,SU-DHL-8,0.002997538000000022,0.0037925749999999994,0.9976029656858066,[ 3.27419203e-01  1.02073693e+00 -2.47238426e+01  6.98163800e-03]
697,906800,157,157_906800,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975811563,0.940536283,0.927739951,0.825068309,0.744513023,0.236004041,0.031544355,0.009702583,0.002030065,JNK-9L,697,0.02418843699999995,0.007672518000000001,0.992757392133608,[ 6.10867251e-01  1.05260574e+00 -1.89859777e+01 -2.80411727e-03]
BICR31,1290725,194,194_1290725,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994537831,0.964324867,0.936881135,0.718306134,0.091026917,0.030538848,0.033840174,0.037102662,0.039308724,Luminespib,BICR31,0.005462168999999961,0.0022060620000000017,0.9989808685491423,[  0.47210192   1.06017303 -32.48102518   0.03374507]
L-363,924239,208,208_924239,2,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959823124,0.969190622,0.965830994,0.986132384,0.847190337,0.28683034,0.063682821,0.067714912,0.056798468,Ispinesib Mesylate,L-363,0.04017687599999997,0.010916444000000004,0.9991490064316325,[  0.62144943   1.0875528  -26.54991926   0.05778646]
RERF-LC-MS,910931,140,140_910931,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965670372,0.969630912,0.971814978,0.986295944,0.88807454,0.586342878,0.30330266,0.208984119,0.165625814,Vinorelbine,RERF-LC-MS,0.034329627999999945,0.043358304999999986,0.9983578101536359,[  0.65852081   1.24072298 -16.69130522   0.17727958]
HSC-3,907061,180,180_907061,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962882265,0.919634554,0.624923981,0.354702766,0.180655533,0.178572697,0.135440461,0.160425937,0.157462065,Thapsigargin,HSC-3,0.03711773500000004,0.0029638719999999785,0.99789856985769,[  0.34384183   1.17730299 -14.50874914   0.15342319]
KMS-11,1659817,276,276_1659817,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994780057,0.981579128,0.753787503,0.478667633,0.161262763,0.063167234,0.063134774,0.048056296,0.027092325,CAY10603,KMS-11,0.005219942999999949,0.020963970999999998,0.9978819476754209,[  0.42046161   1.02522414 -13.3950252    0.03755977]
GDM-1,906870,83,83_906870,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971956641,0.805062366,0.651135461,0.427147383,0.289065896,0.211186212,0.17894564,0.143629404,0.112969781,JW-7-52-1,GDM-1,0.02804335899999999,0.030659622999999983,0.9979305527427598,[ 0.34721728  1.06019415 -7.77155841  0.12698029]
HuCCT1,907069,200,200_907069,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982312247,0.743789435,0.61023677,0.462116059,0.264648137,0.137930422,0.093254703,0.069044293,0.040478721,Dacinostat,HuCCT1,0.017687753000000028,0.028565572000000004,0.9941490911728833,[ 0.37381675  0.90091428 -6.18770062  0.01847972]
K8,1298162,136,136_1298162,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980948995,0.973588868,0.765726487,0.611867699,0.311915746,0.126355621,0.0518592,0.078480367,0.034158937,Mitomycin-C,K8,0.01905100500000001,0.044321429999999995,0.9958414603172375,[  0.46481197   1.02657369 -10.45676505   0.03491834]
NCI-H1755,908475,276,276_908475,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964084504,0.746199406,0.428119113,0.206380354,0.127631339,0.103915999,0.091409531,0.087021182,0.094082968,CAY10603,NCI-H1755,0.03591549599999999,0.0070617860000000005,0.9995511999089951,[  0.28333043   1.06428323 -12.96040743   0.09355369]
ESO51,1503367,249,249_1503367,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997270099,0.806070331,0.274791372,0.134376983,0.13686632,0.186982729,0.152320152,0.150134746,0.122850128,Cabozantinib,ESO51,0.0027299010000000345,0.02728461800000001,0.9978312626213809,[  0.26170265   1.1649812  -26.82121485   0.14640239]
ALL-SIL,1295740,306,306_1295740,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993048532,0.895768661,0.7959557,0.6339738,0.403329039,0.198927091,0.037378119,0.024597528,0.010241816,Fedratinib,ALL-SIL,0.006951468000000016,0.014355712,0.9978057247788394,[ 0.51159394  0.96270578 -8.16204266 -0.02639958]
HEL,907053,165,165_907053,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976852292,0.955013403,0.85863283,0.677059414,0.556060494,0.162300566,0.038785332,0.010947584,0.003963991,DMOG,HEL,0.02314770799999999,0.006983593,0.9908213384904256,[ 0.55353112  0.9819212  -9.92662482 -0.03224715]
KARPAS-299,907273,273,273_907273,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965412827,0.923655084,0.906198254,0.879844501,0.394639953,0.05440411,0.006863304,0.004745111,0.018868959,CUDC-101,KARPAS-299,0.03458717300000003,0.014123848000000001,0.9972881942334192,[ 5.38428336e-01  1.06161967e+00 -2.46277118e+01  1.00840385e-02]
NCI-H1944,1240185,276,276_1240185,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972332764,0.917017583,0.811693659,0.525958918,0.358731031,0.135796284,0.075131743,0.024884236,0.032444165,CAY10603,NCI-H1944,0.027667235999999984,0.0075599289999999965,0.9973067717507855,[ 0.46652592  1.00128785 -9.15204008  0.01564464]
GDM-1,906870,275,275_906870,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958793991,0.854659746,0.815292361,0.678710378,0.471198163,0.339341604,0.242047263,0.199279219,0.193725495,I-BET-762,GDM-1,0.04120600900000004,0.00555372400000001,0.9959875065009041,[ 0.46773085  1.19508404 -7.49710004  0.16313322]
M059J,949094,273,273_949094,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976312382,0.993458505,0.917433609,0.904401365,0.756133544,0.567051402,0.187281157,0.046431415,0.02209047,CUDC-101,M059J,0.023687617999999966,0.024340944999999996,0.994507333454223,[  0.68126015   1.00023535 -11.51055583  -0.02497415]
KARPAS-299,907273,276,276_907273,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980311937,0.966285477,0.896297977,0.416922623,0.071535459,0.00875981,0.003746882,0.003113859,0.00152105,CAY10603,KARPAS-299,0.019688063000000033,0.0015928090000000002,0.9997199818700305,[ 4.30036413e-01  1.01747112e+00 -2.23767375e+01  4.75933601e-03]
L-1236,1330935,273,273_1330935,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993791385,0.952778969,0.862268523,0.818064286,0.526960308,0.128548308,0.012877054,0.012982896,0.016947039,CUDC-101,L-1236,0.006208615000000028,0.003964143,0.994384438676371,[ 5.58493943e-01  1.03468307e+00 -1.52809946e+01 -3.51816288e-03]
NCI-H650,722066,328,328_722066,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976264058,0.881242095,0.801639132,0.43291705,0.175378486,0.04854997,0.038952533,0.039639323,0.035147311,SNX-2112,NCI-H650,0.023735941999999954,0.004492011999999997,0.9975986421899589,[  0.42183852   1.05214244 -13.83653898   0.03140787]
LCLC-103H,753586,140,140_753586,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960768684,0.85775109,0.52805887,0.117778465,0.09128814,0.036651463,0.088490552,0.034179601,0.036106558,Vinorelbine,LCLC-103H,0.03923131599999996,0.001926957,0.9967507371906424,[  0.32809183   1.07301543 -18.97731719   0.05018582]
P30-OHK,909252,275,275_909252,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984806314,0.942539168,0.74542858,0.433048032,0.25626939,0.155563147,0.103606772,0.070819735,0.060027647,I-BET-762,P30-OHK,0.01519368600000004,0.010792087999999991,0.9977113377682109,[  0.40503933   1.0574637  -10.97406999   0.07849081]
RPMI-8226,905964,41,41_905964,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951254022,0.983617027,0.955564745,0.95610888,0.94550965,0.697918412,0.215402553,0.127640406,0.119214458,S-Trityl-L-cysteine,RPMI-8226,0.04874597800000002,0.008425948000000016,0.9986401838868212,[  0.69002575   1.17660925 -25.26667396   0.11966549]
ES5,684057,328,328_684057,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951489713,0.723090732,0.583497155,0.31790054,0.209035151,0.154525199,0.168559127,0.157494561,0.167632041,SNX-2112,ES5,0.04851028700000004,0.010137480000000004,0.9941844171239285,[ 0.29399442  1.1184996  -9.81539164  0.15069621]
GDM-1,906870,194,194_906870,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965608442,0.927538383,0.722173871,0.269117737,0.064104003,0.033636501,0.061099727,0.043057373,0.066361385,Luminespib,GDM-1,0.034391558000000044,0.023304011999999992,0.998938287581546,[  0.37909678   1.07076372 -19.19032832   0.04691429]
GAMG,906868,272,272_906868,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957377942,0.976084738,0.871893261,0.601519469,0.462155443,0.155932977,0.027043875,0.008114379,0.003762701,AR-42,GAMG,0.04262205799999996,0.0043516779999999994,0.9932303258017706,[ 0.52132368  0.97120189 -9.51333518 -0.02518776]
P30-OHK,909252,276,276_909252,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992812624,0.741783916,0.371006593,0.043056559,0.01106368,0.011349975,0.007067993,0.006236492,0.011332549,CAY10603,P30-OHK,0.007187375999999968,0.005096057000000001,0.9976844052479235,[ 2.91881558e-01  9.82186154e-01 -1.61977153e+01  2.05018887e-03]
697,906800,159,159_906800,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987101202,0.967911984,0.942266516,0.882352576,0.605323431,0.293161577,0.082076665,0.03023832,0.034777761,HG6-64-1,697,0.012898798000000045,0.004539440999999998,0.9991452181067526,[  0.58938311   1.03345256 -13.28791103   0.01882267]
AMO-1,1295741,104,104_1295741,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975837335,0.954088855,0.933179698,0.210623667,0.008687369,0.006295515,0.004812565,0.0039428,0.005215556,Bortezomib,AMO-1,0.024162664999999972,0.0012727559999999999,0.9995076125281914,[ 4.10129051e-01  1.02885912e+00 -3.91676991e+01  5.10072822e-03]
KASUMI-1,907275,235,235_907275,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957528814,0.887723558,0.852646295,0.736516415,0.406514265,0.103693235,0.026058153,0.015518174,0.01280802,QL-XII-47,KASUMI-1,0.042471185999999994,0.0027101539999999993,0.9955007845179327,[ 5.26269426e-01  1.05369683e+00 -1.34943814e+01 -3.39117638e-04]
MEC-1,1330943,41,41_1330943,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961613041,0.965141745,0.990421627,0.967245707,0.979541187,0.90908516,0.489960183,0.224818989,0.196516583,S-Trityl-L-cysteine,MEC-1,0.038386959,0.028302406000000002,0.9987551287138491,[  0.74833072   1.27943092 -25.57967431   0.19648398]
SUIT-2,1240219,190,190_1240219,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974868167,0.866801291,0.513756827,0.179671087,0.162999772,0.142538696,0.129746392,0.057669855,0.042477754,Bleomycin,SUIT-2,0.025131832999999992,0.015192101,0.9927808210309633,[  0.3167435    1.10860424 -17.1213818    0.09986778]
KARPAS-1106P,1327773,1059,1059_1327773,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96910218,0.964421031,0.872283669,0.734681701,0.518210112,0.384152192,0.280133546,0.188443972,0.175705711,AZD8055,KARPAS-1106P,0.030897819999999965,0.012738261,0.9981047223902728,[ 0.51105882  1.17097787 -8.08008674  0.15871709]
SCaBER,1299051,201,201_1299051,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977574724,0.917379975,0.623347409,0.265519986,0.161769752,0.156813657,0.082223765,0.071751206,0.092841703,Epothilone B,SCaBER,0.022425275999999994,0.021090497,0.9967144494410181,[  0.34729995   1.10805566 -15.77741706   0.1023491 ]
KARPAS-299,907273,272,272_907273,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990554354,0.932517408,0.950404797,0.70174972,0.208017298,0.014058496,0.00316896,0.005812536,0.005237177,AR-42,KARPAS-299,0.009445645999999974,0.0005753590000000001,0.9986389797358649,[ 4.89306207e-01  1.02268492e+00 -2.05132695e+01  6.43144685e-04]
HT-115,907289,274,274_907289,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961409306,0.988417815,0.891714785,0.649746894,0.215029851,0.076048455,0.062272869,0.067646269,0.065145866,Belinostat,HT-115,0.038590694000000036,0.0025004029999999983,0.9988747769068029,[  0.46810909   1.08649704 -18.65130456   0.06023912]
D-566MG,946377,346,346_946377,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96947113,0.891692168,0.783183131,0.192069775,0.07599301,0.05202713,0.050548359,0.042675086,0.028267198,THZ-2-102-1,D-566MG,0.03052887000000004,0.014407888,0.9966334748630564,[  0.38085353   1.09432213 -26.58185846   0.04676316]
TUR,909773,256,256_909773,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973496337,0.888713468,0.902514573,0.852280615,0.654925359,0.430060191,0.197038961,0.022643922,0.003667403,JW-7-24-1,TUR,0.026503662999999955,0.018976519,0.9952864668719377,[ 0.65535711  0.97604348 -9.03023776 -0.05813214]
KASUMI-1,907275,163,163_907275,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95473807,0.81916286,0.587154566,0.383513137,0.245903392,0.0995594,0.059788771,0.04559238,0.045449833,JQ1,KASUMI-1,0.045261930000000006,0.0001425469999999998,0.9984070671422731,[ 0.36637565  0.9623584  -7.84551996  0.03025871]
RPMI-8402,909702,164,164_909702,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995647449,0.974817931,0.888746196,0.754697923,0.470912754,0.229544226,0.212012613,0.065579806,0.050073628,JQ12,RPMI-8402,0.004352550999999982,0.015506178000000002,0.994387504769007,[ 0.52846114  1.05348327 -9.94946093  0.06101993]
NCI-H1734,722058,133,133_722058,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977435317,0.836890043,0.757427968,0.604973772,0.412892426,0.310254241,0.242519614,0.082793295,0.033474366,Doxorubicin,NCI-H1734,0.02256468300000003,0.049318929000000004,0.9947726661177225,[ 0.54649717  0.80873574 -4.3042771  -0.0897652 ]
GT3TKB,907041,273,273_907041,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98536555,0.981218469,0.969965301,0.976759567,0.921968625,0.722596908,0.108892047,0.011804034,0.006870166,CUDC-101,GT3TKB,0.014634449999999966,0.004933868,0.9987183627019897,[ 7.02314673e-01  1.02850581e+00 -2.74678956e+01  3.92742405e-03]
L-363,924239,88,88_924239,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973307283,0.988720574,0.889446667,0.80707253,0.740038277,0.513530809,0.21496891,0.11498541,0.068360155,Entinostat,L-363,0.026692716999999977,0.04662525499999999,0.992102210227915,[ 6.59289177e-01  1.02288255e+00 -8.83787468e+00  2.56301112e-03]
JHH-7,1240160,173,173_1240160,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962904842,0.973536523,0.773253429,0.587001615,0.31884779,0.032370532,0.019573035,0.024360111,0.024021702,FH535,JHH-7,0.03709515799999996,0.0003384090000000013,0.9934787834348451,[ 4.71979604e-01  1.00280899e+00 -1.12407330e+01 -2.18088435e-03]
IM-9,753563,133,133_753563,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963864089,0.905660359,0.970844944,0.812941488,0.371666656,0.166485272,0.02689967,0.015019139,0.02597015,Doxorubicin,IM-9,0.03613591100000002,0.010951011,0.994253000170809,[  0.5276129    1.06093641 -17.0087721    0.02830069]
JHH-7,1240160,170,170_1240160,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977759399,0.932186905,0.508042037,0.033522787,0.006095815,0.003438659,0.002838079,0.003386315,0.002872516,Shikonin,JHH-7,0.022240601000000026,0.0005137990000000001,0.9996887639899213,[ 3.34342984e-01  1.01680350e+00 -2.79404821e+01  1.31356587e-03]
M14,905975,180,180_905975,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987916643,0.906115033,0.392779154,0.078467271,0.090011448,0.143831933,0.19601312,0.170214585,0.126518808,Thapsigargin,M14,0.012083356999999961,0.04369577699999999,0.9911706893355363,[  0.29830964   1.16708422 -29.77114455   0.13312773]
OC-314,909257,272,272_909257,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953142101,0.987464991,0.956963524,0.877275398,0.514179916,0.287628588,0.088227448,0.078800467,0.057531896,AR-42,OC-314,0.046857899000000036,0.021268571,0.9957336136073184,[  0.55982193   1.07793459 -13.79991967   0.06183559]
